"Image.File"	"Carbonate.sand"	"Coral.rubble"	"Indeterminate"	"Senile.coral.reef"
"4821"	"f007/wlh2_007500.jpg"	0.006	0.07	0	0.924
"4822"	"f007/wlh2_007875.jpg"	0.016	0.254	0	0.73
"4823"	"f007/wlh2_007847.jpg"	0.036	0.16	0	0.804
"4824"	"f007/wlh2_007422.jpg"	0.004	0.094	0	0.902
"4825"	"f007/wlh2_007574.jpg"	0.114	0.16	0	0.726
"4826"	"f007/wlh2_007891.jpg"	0.008	0.046	0	0.946
"4827"	"f007/wlh2_007990.jpg"	0.002	0.086	0	0.912
"4828"	"f007/wlh2_007884.jpg"	0.006	0.126	0	0.868
"4829"	"f007/wlh2_007698.jpg"	0.258	0.328	0	0.414
"4830"	"f007/wlh2_007307.jpg"	0.01	0.126	0	0.864
"4831"	"f007/wlh2_007251.jpg"	0.302	0.356	0	0.342
"4832"	"f007/wlh2_007337.jpg"	0	0.208	0	0.792
"4833"	"f007/wlh2_007496.jpg"	0.02	0.154	0	0.826
"4834"	"f007/wlh2_007790.jpg"	0.044	0.216	0	0.74
"4835"	"f007/wlh2_007072.jpg"	0.528	0.308	0	0.164
"4836"	"f007/wlh2_007319.jpg"	0.198	0.366	0	0.436
"4837"	"f007/wlh2_007361.jpg"	0.018	0.162	0	0.82
"4838"	"f007/wlh2_007989.jpg"	0.002	0.142	0	0.856
"4839"	"f007/wlh2_007128.jpg"	0.74	0.184	0	0.076
"4840"	"f007/wlh2_007983.jpg"	0.002	0.02	0	0.978
"4841"	"f007/wlh2_007778.jpg"	0.03	0.16	0	0.81
"4842"	"f007/wlh2_007126.jpg"	0.842	0.108	0	0.05
"4843"	"f007/wlh2_007308.jpg"	0.032	0.112	0	0.856
"4844"	"f007/wlh2_007877.jpg"	0.008	0.248	0	0.744
"4845"	"f007/wlh2_007911.jpg"	0.04	0.158	0	0.802
"4846"	"f007/wlh2_007821.jpg"	0.002	0.054	0	0.944
"4847"	"f007/wlh2_007059.jpg"	0.748	0.198	0	0.054
"4848"	"f007/wlh2_007009.jpg"	0.834	0.124	0	0.042
"4849"	"f007/wlh2_007919.jpg"	0.006	0.14	0	0.854
"4850"	"f007/wlh2_007465.jpg"	0.008	0.122	0	0.87
"4851"	"f007/wlh2_007439.jpg"	0.034	0.256	0	0.71
"4852"	"f007/wlh2_007811.jpg"	0.014	0.418	0	0.568
"4853"	"f007/wlh2_007606.jpg"	0.196	0.338	0	0.466
"4854"	"f007/wlh2_007249.jpg"	0.446	0.292	0	0.262
"4855"	"f007/wlh2_007897.jpg"	0	0.038	0	0.962
"4856"	"f007/wlh2_007419.jpg"	0.038	0.276	0	0.686
"4857"	"f007/wlh2_007369.jpg"	0.07	0.46	0	0.47
"4858"	"f007/wlh2_007553.jpg"	0.002	0.106	0	0.892
"4859"	"f007/wlh2_007035.jpg"	0.91	0.056	0	0.034
"4860"	"f007/wlh2_007244.jpg"	0.1	0.378	0	0.522
"4861"	"f007/wlh2_007384.jpg"	0.082	0.308	0	0.61
"4862"	"f007/wlh2_007836.jpg"	0.04	0.186	0	0.774
"4863"	"f007/wlh2_007388.jpg"	0.134	0.256	0	0.61
"4864"	"f007/wlh2_007087.jpg"	0.036	0.18	0	0.784
"4865"	"f007/wlh2_007662.jpg"	0.042	0.496	0	0.462
"4866"	"f007/wlh2_007158.jpg"	0.672	0.208	0	0.12
"4867"	"f007/wlh2_007243.jpg"	0.2	0.3	0	0.5
"4868"	"f007/wlh2_007682.jpg"	0.026	0.314	0	0.66
"4869"	"f007/wlh2_007106.jpg"	0.668	0.208	0	0.124
"4870"	"f007/wlh2_007467.jpg"	0.022	0.09	0	0.888
"4871"	"f007/wlh2_007958.jpg"	0.004	0.016	0	0.98
"4872"	"f007/wlh2_007629.jpg"	0.018	0.75	0	0.232
"4873"	"f007/wlh2_007860.jpg"	0.002	0.07	0	0.928
"4874"	"f007/wlh2_007931.jpg"	0.002	0.048	0	0.95
"4875"	"f007/wlh2_007080.jpg"	0.018	0.206	0	0.776
"4876"	"f007/wlh2_007986.jpg"	0.008	0.114	0	0.878
"4877"	"f007/wlh2_007028.jpg"	0.812	0.126	0	0.062
"4878"	"f007/wlh2_007254.jpg"	0.434	0.298	0	0.268
"4879"	"f007/wlh2_007633.jpg"	0.026	0.318	0	0.656
"4880"	"f007/wlh2_007839.jpg"	0.004	0.16	0	0.836
"4881"	"f007/wlh2_007799.jpg"	0	0.186	0	0.814
"4882"	"f007/wlh2_007938.jpg"	0.032	0.304	0	0.664
"4883"	"f007/wlh2_007156.jpg"	0.56	0.306	0	0.134
"4884"	"f007/wlh2_007175.jpg"	0.288	0.454	0	0.258
"4885"	"f007/wlh2_007925.jpg"	0.008	0.09	0	0.902
"4886"	"f007/wlh2_007272.jpg"	0.278	0.43	0	0.292
"4887"	"f007/wlh2_007066.jpg"	0.576	0.27	0	0.154
"4888"	"f007/wlh2_007868.jpg"	0.03	0.194	0	0.776
"4889"	"f007/wlh2_007523.jpg"	0.02	0.102	0	0.878
"4890"	"f007/wlh2_007660.jpg"	0.054	0.364	0	0.582
"4891"	"f007/wlh2_007172.jpg"	0.106	0.518	0	0.376
"4892"	"f007/wlh2_007513.jpg"	0.006	0.202	0	0.792
"4893"	"f007/wlh2_007027.jpg"	0.886	0.06	0	0.054
"4894"	"f007/wlh2_007941.jpg"	0.002	0.104	0	0.894
"4895"	"f007/wlh2_007537.jpg"	0.026	0.166	0	0.808
"4896"	"f007/wlh2_007202.jpg"	0.042	0.268	0	0.69
"4897"	"f007/wlh2_007148.jpg"	0.558	0.306	0	0.136
"4898"	"f007/wlh2_007391.jpg"	0.468	0.374	0	0.158
"4899"	"f007/wlh2_007933.jpg"	0	0.03	0	0.97
"4900"	"f007/wlh2_007663.jpg"	0.096	0.544	0	0.36
"4901"	"f007/wlh2_007404.jpg"	0.066	0.164	0	0.77
"4902"	"f007/wlh2_007750.jpg"	0.01	0.322	0	0.668
"4903"	"f007/wlh2_007416.jpg"	0.02	0.094	0	0.886
"4904"	"f007/wlh2_007571.jpg"	0.076	0.332	0	0.592
"4905"	"f007/wlh2_007441.jpg"	0.074	0.378	0	0.548
"4906"	"f007/wlh2_007334.jpg"	0	0.074	0	0.926
"4907"	"f007/wlh2_007241.jpg"	0.2	0.342	0	0.458
"4908"	"f007/wlh2_007204.jpg"	0.002	0.034	0	0.964
"4909"	"f007/wlh2_007613.jpg"	0.09	0.358	0	0.552
"4910"	"f007/wlh2_007381.jpg"	0.02	0.458	0	0.522
"4911"	"f007/wlh2_007945.jpg"	0	0.016	0	0.984
"4912"	"f007/wlh2_007267.jpg"	0.3	0.336	0	0.364
"4913"	"f007/wlh2_007966.jpg"	0.214	0.4	0	0.386
"4914"	"f007/wlh2_007124.jpg"	0.69	0.17	0	0.14
"4915"	"f007/wlh2_007867.jpg"	0.016	0.16	0	0.824
"4916"	"f007/wlh2_007623.jpg"	0.208	0.34	0	0.452
"4917"	"f007/wlh2_007782.jpg"	0.054	0.328	0	0.618
"4918"	"f007/wlh2_007735.jpg"	0.052	0.15	0	0.798
"4919"	"f007/wlh2_007802.jpg"	0.002	0.07	0	0.928
"4920"	"f007/wlh2_007997.jpg"	0	0.05	0	0.95
"4921"	"f007/wlh2_007611.jpg"	0.014	0.202	0	0.784
"4922"	"f007/wlh2_007863.jpg"	0.01	0.256	0	0.734
"4923"	"f007/wlh2_007952.jpg"	0.006	0.098	0	0.896
"4924"	"f007/wlh2_007063.jpg"	0.616	0.316	0	0.068
"4925"	"f007/wlh2_007135.jpg"	0.066	0.228	0	0.706
"4926"	"f007/wlh2_007064.jpg"	0.92	0.052	0	0.028
"4927"	"f007/wlh2_007619.jpg"	0.526	0.324	0	0.15
"4928"	"f007/wlh2_007356.jpg"	0.014	0.284	0	0.702
"4929"	"f007/wlh2_007835.jpg"	0.02	0.208	0	0.772
"4930"	"f007/wlh2_007257.jpg"	0.414	0.33	0	0.256
"4931"	"f007/wlh2_007731.jpg"	0.02	0.164	0	0.816
"4932"	"f007/wlh2_007396.jpg"	0.032	0.134	0	0.834
"4933"	"f007/wlh2_007542.jpg"	0.03	0.18	0	0.79
"4934"	"f007/wlh2_007048.jpg"	0.448	0.368	0	0.184
"4935"	"f007/wlh2_007495.jpg"	0.004	0.16	0	0.836
"4936"	"f007/wlh2_007485.jpg"	0.008	0.166	0	0.826
"4937"	"f007/wlh2_007838.jpg"	0.028	0.294	0	0.678
"4938"	"f007/wlh2_007324.jpg"	0.018	0.112	0	0.87
"4939"	"f007/wlh2_007186.jpg"	0.19	0.308	0	0.502
"4940"	"f007/wlh2_007221.jpg"	0.58	0.312	0	0.108
"4941"	"f007/wlh2_007936.jpg"	0.01	0.096	0	0.894
"4942"	"f007/wlh2_007622.jpg"	0.18	0.296	0	0.524
"4943"	"f007/wlh2_007019.jpg"	0.82	0.12	0	0.06
"4944"	"f007/wlh2_007679.jpg"	0.104	0.302	0	0.594
"4945"	"f007/wlh2_007177.jpg"	0.344	0.402	0	0.254
"4946"	"f007/wlh2_007400.jpg"	0.084	0.208	0	0.708
"4947"	"f007/wlh2_007279.jpg"	0.038	0.362	0	0.6
"4948"	"f007/wlh2_007560.jpg"	0.002	0.172	0	0.826
"4949"	"f007/wlh2_007403.jpg"	0.056	0.222	0	0.722
"4950"	"f007/wlh2_007987.jpg"	0.002	0.062	0	0.936
"4951"	"f007/wlh2_007647.jpg"	0.146	0.332	0	0.522
"4952"	"f007/wlh2_007412.jpg"	0.03	0.28	0	0.69
"4953"	"f007/wlh2_007435.jpg"	0.014	0.114	0	0.872
"4954"	"f007/wlh2_007866.jpg"	0.012	0.064	0	0.924
"4955"	"f007/wlh2_007096.jpg"	0.17	0.198	0	0.632
"4956"	"f007/wlh2_007840.jpg"	0.016	0.17	0	0.814
"4957"	"f007/wlh2_007879.jpg"	0.004	0.054	0	0.942
"4958"	"f007/wlh2_007492.jpg"	0	0.06	0	0.94
"4959"	"f007/wlh2_007642.jpg"	0.146	0.362	0	0.492
"4960"	"f007/wlh2_007116.jpg"	0.488	0.25	0	0.262
"4961"	"f007/wlh2_007950.jpg"	0.008	0.178	0	0.814
"4962"	"f007/wlh2_007873.jpg"	0.018	0.27	0	0.712
"4963"	"f007/wlh2_007754.jpg"	0.004	0.414	0	0.582
"4964"	"f007/wlh2_007927.jpg"	0.006	0.106	0	0.888
"4965"	"f007/wlh2_007065.jpg"	0.922	0.058	0	0.02
"4966"	"f007/wlh2_007220.jpg"	0.696	0.228	0	0.076
"4967"	"f007/wlh2_007912.jpg"	0.1	0.258	0	0.642
"4968"	"f007/wlh2_007737.jpg"	0.026	0.202	0	0.772
"4969"	"f007/wlh2_007905.jpg"	0	0.09	0	0.91
"4970"	"f007/wlh2_007597.jpg"	0.336	0.268	0	0.396
"4971"	"f007/wlh2_007281.jpg"	0.02	0.298	0	0.682
"4972"	"f007/wlh2_007993.jpg"	0	0.092	0	0.908
"4973"	"f007/wlh2_007479.jpg"	0.004	0.078	0	0.918
"4974"	"f007/wlh2_007478.jpg"	0	0.112	0	0.888
"4975"	"f007/wlh2_007547.jpg"	0.042	0.258	0	0.7
"4976"	"f007/wlh2_007546.jpg"	0.022	0.228	0	0.75
"4977"	"f007/wlh2_007658.jpg"	0.044	0.198	0	0.758
"4978"	"f007/wlh2_007288.jpg"	0.032	0.218	0	0.75
"4979"	"f007/wlh2_007061.jpg"	0.676	0.232	0	0.092
"4980"	"f007/wlh2_007091.jpg"	0.112	0.33	0	0.558
"4981"	"f007/wlh2_007425.jpg"	0.006	0.142	0	0.852
"4982"	"f007/wlh2_007322.jpg"	0.072	0.416	0	0.512
"4983"	"f007/wlh2_007965.jpg"	0.242	0.344	0	0.414
"4984"	"f007/wlh2_007601.jpg"	0.306	0.32	0	0.374
"4985"	"f007/wlh2_007104.jpg"	0.608	0.21	0	0.182
"4986"	"f007/wlh2_007159.jpg"	0.262	0.244	0	0.494
"4987"	"f007/wlh2_007814.jpg"	0.006	0.058	0	0.936
"4988"	"f007/wlh2_007583.jpg"	0.228	0.332	0	0.44
"4989"	"f007/wlh2_007444.jpg"	0.028	0.242	0	0.73
"4990"	"f007/wlh2_007155.jpg"	0.656	0.24	0	0.104
"4991"	"f007/wlh2_007050.jpg"	0.384	0.34	0	0.276
"4992"	"f007/wlh2_007036.jpg"	0.808	0.114	0	0.078
"4993"	"f007/wlh2_007113.jpg"	0.57	0.264	0	0.166
"4994"	"f007/wlh2_007974.jpg"	0	0.024	0	0.976
"4995"	"f007/wlh2_007634.jpg"	0.03	0.298	0	0.672
"4996"	"f007/wlh2_007041.jpg"	0.54	0.15	0	0.31
"4997"	"f007/wlh2_007896.jpg"	0.002	0.008	0	0.99
"4998"	"f007/wlh2_007230.jpg"	0.366	0.348	0	0.286
"4999"	"f007/wlh2_007724.jpg"	0.058	0.404	0	0.538
"5000"	"f007/wlh2_007702.jpg"	0.288	0.358	0	0.354
"5001"	"f021/wlh2_021169.jpg"	0.006	0.722	0	0.272
"5002"	"f021/wlh2_021128.jpg"	0.152	0.542	0	0.306
"5003"	"f021/wlh2_021389.jpg"	0.212	0.374	0.026	0.388
"5004"	"f021/wlh2_021679.jpg"	0.086	0.586	0	0.328
"5005"	"f021/wlh2_021828.jpg"	0.002	0.114	0	0.884
"5006"	"f021/wlh2_021481.jpg"	0.018	0.606	0.002	0.374
"5007"	"f021/wlh2_021171.jpg"	0.018	0.3	0	0.682
"5008"	"f021/wlh2_021241.jpg"	0.092	0.662	0	0.246
"5009"	"f021/wlh2_021947.jpg"	0.022	0.08	0.004	0.894
"5010"	"f021/wlh2_021329.jpg"	0.24	0.654	0	0.106
"5011"	"f021/wlh2_021624.jpg"	0.796	0.08	0	0.124
"5012"	"f021/wlh2_021536.jpg"	0.034	0.714	0	0.252
"5013"	"f021/wlh2_021894.jpg"	0.016	0.174	0	0.81
"5014"	"f021/wlh2_021035.jpg"	0	0.112	0	0.888
"5015"	"f021/wlh2_021347.jpg"	0.07	0.31	0.002	0.618
"5016"	"f021/wlh2_021042.jpg"	0.018	0.38	0	0.602
"5017"	"f021/wlh2_021178.jpg"	0.012	0.26	0.002	0.726
"5018"	"f021/wlh2_021656.jpg"	0.022	0.574	0	0.404
"5019"	"f021/wlh2_021710.jpg"	0.036	0.388	0	0.576
"5020"	"f021/wlh2_021060.jpg"	0.092	0.502	0.004	0.402
"5021"	"f021/wlh2_021872.jpg"	0.064	0.27	0.002	0.664
"5022"	"f021/wlh2_021537.jpg"	0.05	0.844	0.002	0.104
"5023"	"f021/wlh2_021532.jpg"	0.05	0.69	0	0.26
"5024"	"f021/wlh2_021708.jpg"	0.04	0.398	0.002	0.56
"5025"	"f021/wlh2_021008.jpg"	0.01	0.576	0	0.414
"5026"	"f021/wlh2_021063.jpg"	0.07	0.156	0	0.774
"5027"	"f021/wlh2_021862.jpg"	0.22	0.48	0.002	0.298
"5028"	"f021/wlh2_021330.jpg"	0.534	0.372	0	0.094
"5029"	"f021/wlh2_021263.jpg"	0.072	0.368	0	0.56
"5030"	"f021/wlh2_021219.jpg"	0.1	0.404	0	0.496
"5031"	"f021/wlh2_021352.jpg"	0.006	0.174	0.006	0.814
"5032"	"f021/wlh2_021438.jpg"	0.51	0.386	0.004	0.1
"5033"	"f021/wlh2_021661.jpg"	0.07	0.31	0	0.62
"5034"	"f021/wlh2_021634.jpg"	0.122	0.3	0	0.578
"5035"	"f021/wlh2_021874.jpg"	0.006	0.198	0	0.796
"5036"	"f021/wlh2_021439.jpg"	0.54	0.36	0	0.1
"5037"	"f021/wlh2_021018.jpg"	0.056	0.552	0	0.392
"5038"	"f021/wlh2_021051.jpg"	0.104	0.238	0	0.658
"5039"	"f021/wlh2_021713.jpg"	0.114	0.54	0	0.346
"5040"	"f021/wlh2_021640.jpg"	0.128	0.18	0	0.692
"5041"	"f021/wlh2_021303.jpg"	0.048	0.75	0	0.202
"5042"	"f021/wlh2_021859.jpg"	0.234	0.462	0	0.304
"5043"	"f021/wlh2_021853.jpg"	0.02	0.168	0	0.812
"5044"	"f021/wlh2_021848.jpg"	0.08	0.636	0	0.284
"5045"	"f021/wlh2_021658.jpg"	0.032	0.226	0	0.742
"5046"	"f021/wlh2_021006.jpg"	0.018	0.494	0	0.488
"5047"	"f021/wlh2_021458.jpg"	0.478	0.412	0	0.11
"5048"	"f021/wlh2_021296.jpg"	0.03	0.308	0	0.662
"5049"	"f021/wlh2_021706.jpg"	0.276	0.598	0	0.126
"5050"	"f021/wlh2_021108.jpg"	0.104	0.772	0	0.124
"5051"	"f021/wlh2_021072.jpg"	0	0.16	0	0.84
"5052"	"f021/wlh2_021288.jpg"	0.242	0.246	0	0.512
"5053"	"f021/wlh2_021301.jpg"	0.028	0.802	0	0.17
"5054"	"f021/wlh2_021308.jpg"	0.02	0.808	0.006	0.166
"5055"	"f021/wlh2_021993.jpg"	0.014	0.338	0	0.648
"5056"	"f021/wlh2_021360.jpg"	0.04	0.596	0	0.364
"5057"	"f021/wlh2_021631.jpg"	0.686	0.152	0	0.162
"5058"	"f021/wlh2_021217.jpg"	0.264	0.398	0	0.338
"5059"	"f021/wlh2_021632.jpg"	0.206	0.508	0	0.286
"5060"	"f021/wlh2_021688.jpg"	0.394	0.252	0	0.354
"5061"	"f021/wlh2_021196.jpg"	0.526	0.118	0.006	0.35
"5062"	"f021/wlh2_021747.jpg"	0.178	0.422	0.006	0.394
"5063"	"f021/wlh2_021628.jpg"	0.536	0.22	0	0.244
"5064"	"f021/wlh2_021809.jpg"	0.376	0.178	0	0.446
"5065"	"f021/wlh2_021260.jpg"	0.024	0.472	0	0.504
"5066"	"f021/wlh2_021213.jpg"	0.11	0.496	0	0.394
"5067"	"f021/wlh2_021412.jpg"	0.018	0.098	0.002	0.882
"5068"	"f021/wlh2_021282.jpg"	0.074	0.338	0	0.588
"5069"	"f021/wlh2_021814.jpg"	0.064	0.414	0	0.522
"5070"	"f021/wlh2_021304.jpg"	0.044	0.808	0.022	0.126
"5071"	"f021/wlh2_021643.jpg"	0.298	0.226	0	0.476
"5072"	"f021/wlh2_021200.jpg"	0.166	0.154	0.018	0.662
"5073"	"f021/wlh2_021774.jpg"	0.056	0.278	0	0.666
"5074"	"f021/wlh2_021121.jpg"	0.212	0.196	0	0.592
"5075"	"f021/wlh2_021173.jpg"	0.038	0.384	0	0.578
"5076"	"f021/wlh2_021941.jpg"	0.032	0.416	0	0.552
"5077"	"f021/wlh2_021059.jpg"	0.09	0.728	0.012	0.17
"5078"	"f021/wlh2_021400.jpg"	0.012	0.29	0	0.698
"5079"	"f021/wlh2_021489.jpg"	0.196	0.61	0.024	0.17
"5080"	"f021/wlh2_021644.jpg"	0.356	0.264	0	0.38
"5081"	"f021/wlh2_021659.jpg"	0.088	0.432	0	0.48
"5082"	"f021/wlh2_021365.jpg"	0.794	0.154	0	0.052
"5083"	"f021/wlh2_021812.jpg"	0.694	0.132	0	0.174
"5084"	"f021/wlh2_021653.jpg"	0.118	0.316	0	0.566
"5085"	"f021/wlh2_021036.jpg"	0.064	0.484	0	0.452
"5086"	"f021/wlh2_021834.jpg"	0.006	0.194	0	0.8
"5087"	"f021/wlh2_021983.jpg"	0.058	0.264	0.002	0.676
"5088"	"f021/wlh2_021984.jpg"	0.028	0.34	0	0.632
"5089"	"f021/wlh2_021433.jpg"	0.438	0.392	0	0.17
"5090"	"f021/wlh2_021007.jpg"	0.008	0.552	0	0.44
"5091"	"f021/wlh2_021110.jpg"	0.148	0.588	0	0.264
"5092"	"f021/wlh2_021274.jpg"	0.022	0.472	0	0.506
"5093"	"f021/wlh2_021233.jpg"	0.12	0.71	0	0.17
"5094"	"f021/wlh2_021835.jpg"	0.004	0.37	0	0.626
"5095"	"f021/wlh2_021419.jpg"	0.004	0.128	0	0.868
"5096"	"f021/wlh2_021250.jpg"	0.006	0.284	0	0.71
"5097"	"f021/wlh2_021535.jpg"	0.038	0.466	0	0.496
"5098"	"f021/wlh2_021223.jpg"	0.094	0.49	0.006	0.41
"5099"	"f021/wlh2_021370.jpg"	0.266	0.45	0	0.284
"5100"	"f021/wlh2_021552.jpg"	0.118	0.356	0.01	0.516
"5101"	"f021/wlh2_021065.jpg"	0.016	0.096	0	0.888
"5102"	"f021/wlh2_021170.jpg"	0.024	0.366	0	0.61
"5103"	"f021/wlh2_021956.jpg"	0.15	0.696	0.008	0.146
"5104"	"f021/wlh2_021387.jpg"	0.12	0.544	0	0.336
"5105"	"f021/wlh2_021309.jpg"	0.018	0.756	0.012	0.214
"5106"	"f021/wlh2_021286.jpg"	0.04	0.116	0	0.844
"5107"	"f021/wlh2_021837.jpg"	0.002	0.17	0.002	0.826
"5108"	"f021/wlh2_021798.jpg"	0.094	0.28	0	0.626
"5109"	"f021/wlh2_021013.jpg"	0.114	0.332	0	0.554
"5110"	"f021/wlh2_021542.jpg"	0.032	0.87	0.006	0.092
"5111"	"f021/wlh2_021623.jpg"	0.554	0.178	0.008	0.26
"5112"	"f021/wlh2_021954.jpg"	0.056	0.82	0	0.124
"5113"	"f021/wlh2_021495.jpg"	0.002	0.94	0	0.058
"5114"	"f021/wlh2_021221.jpg"	0.004	0.586	0.004	0.406
"5115"	"f021/wlh2_021225.jpg"	0.078	0.56	0.004	0.358
"5116"	"f021/wlh2_021673.jpg"	0.428	0.256	0.002	0.314
"5117"	"f021/wlh2_021965.jpg"	0.028	0.198	0.004	0.77
"5118"	"f021/wlh2_021980.jpg"	0	0.182	0	0.818
"5119"	"f021/wlh2_021265.jpg"	0.044	0.186	0.002	0.768
"5120"	"f021/wlh2_021017.jpg"	0.06	0.45	0	0.49
"5121"	"f021/wlh2_021712.jpg"	0.064	0.42	0	0.516
"5122"	"f021/wlh2_021466.jpg"	0.018	0.326	0	0.656
"5123"	"f021/wlh2_021905.jpg"	0.002	0.08	0	0.918
"5124"	"f021/wlh2_021336.jpg"	0.272	0.586	0	0.142
"5125"	"f021/wlh2_021285.jpg"	0.168	0.352	0	0.48
"5126"	"f021/wlh2_021457.jpg"	0.502	0.29	0.002	0.206
"5127"	"f021/wlh2_021193.jpg"	0.136	0.132	0.004	0.728
"5128"	"f021/wlh2_021925.jpg"	0.01	0.896	0	0.094
"5129"	"f021/wlh2_021444.jpg"	0.042	0.196	0	0.762
"5130"	"f021/wlh2_021769.jpg"	0.04	0.144	0	0.816
"5131"	"f021/wlh2_021589.jpg"	0.2	0.228	0.002	0.57
"5132"	"f021/wlh2_021531.jpg"	0.03	0.814	0	0.156
"5133"	"f021/wlh2_021821.jpg"	0.596	0.216	0.008	0.18
"5134"	"f021/wlh2_021908.jpg"	0.014	0.306	0	0.68
"5135"	"f021/wlh2_021048.jpg"	0.026	0.384	0	0.59
"5136"	"f021/wlh2_021393.jpg"	0.028	0.608	0.002	0.362
"5137"	"f021/wlh2_021932.jpg"	0.12	0.426	0	0.454
"5138"	"f021/wlh2_021037.jpg"	0.012	0.488	0.002	0.498
"5139"	"f021/wlh2_021811.jpg"	0.358	0.222	0.002	0.418
"5140"	"f021/wlh2_021701.jpg"	0.26	0.562	0	0.178
"5141"	"f021/wlh2_021029.jpg"	0.01	0.378	0	0.612
"5142"	"f021/wlh2_021407.jpg"	0.034	0.408	0.002	0.556
"5143"	"f021/wlh2_021186.jpg"	0.074	0.308	0	0.618
"5144"	"f021/wlh2_021102.jpg"	0.054	0.644	0.002	0.3
"5145"	"f021/wlh2_021975.jpg"	0.002	0.068	0	0.93
"5146"	"f021/wlh2_021256.jpg"	0.008	0.092	0	0.9
"5147"	"f021/wlh2_021487.jpg"	0.086	0.696	0	0.218
"5148"	"f021/wlh2_021076.jpg"	0.012	0.63	0.006	0.352
"5149"	"f021/wlh2_021375.jpg"	0.058	0.84	0	0.102
"5150"	"f021/wlh2_021220.jpg"	0.008	0.194	0.002	0.796
"5151"	"f021/wlh2_021521.jpg"	0.77	0.168	0	0.062
"5152"	"f021/wlh2_021775.jpg"	0.032	0.4	0	0.568
"5153"	"f021/wlh2_021654.jpg"	0.082	0.432	0	0.486
"5154"	"f021/wlh2_021938.jpg"	0.05	0.414	0	0.536
"5155"	"f021/wlh2_021543.jpg"	0.058	0.772	0	0.17
"5156"	"f021/wlh2_021066.jpg"	0.032	0.142	0	0.826
"5157"	"f021/wlh2_021440.jpg"	0.466	0.41	0	0.124
"5158"	"f021/wlh2_021405.jpg"	0.026	0.242	0	0.732
"5159"	"f021/wlh2_021733.jpg"	0.168	0.354	0.002	0.476
"5160"	"f021/wlh2_021232.jpg"	0.124	0.466	0	0.41
"5161"	"f021/wlh2_021448.jpg"	0.196	0.494	0	0.31
"5162"	"f021/wlh2_021513.jpg"	0.142	0.694	0	0.164
"5163"	"f021/wlh2_021781.jpg"	0.034	0.52	0	0.446
"5164"	"f021/wlh2_021228.jpg"	0.028	0.182	0	0.79
"5165"	"f021/wlh2_021451.jpg"	0.036	0.466	0	0.498
"5166"	"f021/wlh2_021479.jpg"	0.016	0.596	0.004	0.384
"5167"	"f021/wlh2_021727.jpg"	0.502	0.366	0	0.132
"5168"	"f021/wlh2_021847.jpg"	0.082	0.148	0	0.77
"5169"	"f021/wlh2_021869.jpg"	0.166	0.442	0.008	0.384
"5170"	"f021/wlh2_021202.jpg"	0.048	0.374	0	0.578
"5171"	"f021/wlh2_021316.jpg"	0.002	0.506	0	0.492
"5172"	"f021/wlh2_021462.jpg"	0.006	0.95	0	0.044
"5173"	"f021/wlh2_021354.jpg"	0.014	0.32	0	0.666
"5174"	"f021/wlh2_021787.jpg"	0.018	0.206	0	0.776
"5175"	"f021/wlh2_021622.jpg"	0.884	0.05	0.002	0.064
"5176"	"f021/wlh2_021612.jpg"	0.112	0.364	0	0.524
"5177"	"f021/wlh2_021490.jpg"	0.064	0.86	0.004	0.072
"5178"	"f021/wlh2_021751.jpg"	0.286	0.238	0	0.476
"5179"	"f021/wlh2_021320.jpg"	0.048	0.486	0	0.466
"5180"	"f021/wlh2_021181.jpg"	0.022	0.528	0	0.45
"5181"	"f021/wlh2_021033.jpg"	0.028	0.18	0	0.792
"5182"	"f021/wlh2_021161.jpg"	0.076	0.146	0	0.778
"5183"	"f021/wlh2_021506.jpg"	0.02	0.906	0	0.074
"5184"	"f021/wlh2_021252.jpg"	0.022	0.384	0	0.594
"5185"	"f021/wlh2_021971.jpg"	0.01	0.138	0	0.852
"5186"	"f021/wlh2_021996.jpg"	0.012	0.204	0.002	0.782
"5187"	"f021/wlh2_021766.jpg"	0.03	0.29	0	0.68
"5188"	"f021/wlh2_021386.jpg"	0.132	0.256	0.018	0.594
"5189"	"f021/wlh2_021577.jpg"	0.172	0.702	0.002	0.124
"5190"	"f021/wlh2_021125.jpg"	0.078	0.514	0	0.408
"5191"	"f021/wlh2_021778.jpg"	0.022	0.292	0	0.686
"5192"	"f021/wlh2_021892.jpg"	0	0.26	0	0.74
"5193"	"f021/wlh2_021716.jpg"	0.384	0.352	0	0.264
"5194"	"f021/wlh2_021564.jpg"	0.7	0.232	0.002	0.066
"5195"	"f021/wlh2_021115.jpg"	0.148	0.544	0.006	0.302
"5196"	"f021/wlh2_021452.jpg"	0.022	0.226	0	0.752
"5197"	"f021/wlh2_021026.jpg"	0.016	0.576	0	0.408
"5198"	"f021/wlh2_021475.jpg"	0.094	0.588	0.04	0.278
"5199"	"f021/wlh2_021258.jpg"	0.006	0.422	0	0.572
"5200"	"f021/wlh2_021416.jpg"	0.02	0.34	0	0.64
"5201"	"f021/wlh2_021986.jpg"	0.012	0.18	0	0.808
"5202"	"f021/wlh2_021982.jpg"	0.008	0.124	0	0.868
"5203"	"f021/wlh2_021023.jpg"	0.062	0.68	0	0.258
"5204"	"f021/wlh2_021655.jpg"	0.06	0.268	0.004	0.668
"5205"	"f021/wlh2_021596.jpg"	0.122	0.696	0	0.182
