"Image.File"	"Carbonate.sand"	"Coral.rubble"	"Indeterminate"	"Seagrasses"	"Senile.coral.reef"
"1694"	"f006/elh2_006819.jpg"	0	0.99	0	0	0.01
"1695"	"f006/elh2_006490.jpg"	0.042	0.172	0	0	0.786
"1696"	"f006/elh2_006310.jpg"	0.004	0.066	0	0	0.93
"1697"	"f006/elh2_006521.jpg"	0.002	0.026	0	0	0.972
"1698"	"f006/elh2_006322.jpg"	0.002	0.034	0	0	0.964
"1699"	"f006/elh2_006177.jpg"	0.004	0.024	0	0	0.972
"1700"	"f006/elh2_006980.jpg"	0.026	0.828	0	0	0.146
"1701"	"f006/elh2_006223.jpg"	0.002	0.034	0	0	0.964
"1702"	"f006/elh2_006999.jpg"	0.024	0.966	0	0	0.01
"1703"	"f006/elh2_006111.jpg"	0.142	0.626	0	0	0.232
"1704"	"f006/elh2_006364.jpg"	0.004	0.056	0	0	0.94
"1705"	"f006/elh2_006073.jpg"	0.014	0.218	0	0	0.768
"1706"	"f006/elh2_006970.jpg"	0.094	0.608	0	0	0.298
"1707"	"f006/elh2_006594.jpg"	0.018	0.16	0	0	0.822
"1708"	"f006/elh2_006678.jpg"	0.02	0.94	0	0	0.04
"1709"	"f006/elh2_006076.jpg"	0.052	0.224	0	0	0.724
"1710"	"f006/elh2_006196.jpg"	0.298	0.09	0	0	0.612
"1711"	"f006/elh2_006291.jpg"	0.018	0.056	0	0	0.926
"1712"	"f006/elh2_006327.jpg"	0.01	0.146	0	0	0.844
"1713"	"f006/elh2_006813.jpg"	0	0.966	0	0	0.034
"1714"	"f006/elh2_006920.jpg"	0	0.998	0	0	0.002
"1715"	"f006/elh2_006752.jpg"	0.106	0.686	0	0	0.208
"1716"	"f006/elh2_006953.jpg"	0.012	0.98	0	0	0.008
"1717"	"f006/elh2_006312.jpg"	0.012	0.058	0	0	0.93
"1718"	"f006/elh2_006125.jpg"	0.056	0.156	0	0	0.788
"1719"	"f006/elh2_006765.jpg"	0.02	0.914	0	0	0.066
"1720"	"f006/elh2_006470.jpg"	0.03	0.302	0	0	0.668
"1721"	"f006/elh2_006357.jpg"	0.006	0.08	0	0	0.914
"1722"	"f006/elh2_006574.jpg"	0.008	0.112	0	0	0.88
"1723"	"f006/elh2_006324.jpg"	0.002	0.018	0	0	0.98
"1724"	"f006/elh2_006914.jpg"	0.006	0.992	0	0	0.002
"1725"	"f006/elh2_006568.jpg"	0.024	0.11	0	0	0.866
"1726"	"f006/elh2_006253.jpg"	0.002	0.014	0	0	0.984
"1727"	"f006/elh2_006039.jpg"	0.006	0.04	0	0	0.954
"1728"	"f006/elh2_006475.jpg"	0	0.004	0	0	0.996
"1729"	"f006/elh2_006495.jpg"	0	0.004	0	0	0.996
"1730"	"f006/elh2_006899.jpg"	0	0.918	0	0	0.082
"1731"	"f006/elh2_006428.jpg"	0.024	0.144	0	0	0.832
"1732"	"f006/elh2_006234.jpg"	0.068	0.124	0	0	0.808
"1733"	"f006/elh2_006411.jpg"	0.004	0.248	0	0	0.748
"1734"	"f006/elh2_006285.jpg"	0.054	0.114	0	0	0.832
"1735"	"f006/elh2_006071.jpg"	0.05	0.072	0	0	0.878
"1736"	"f006/elh2_006939.jpg"	0.022	0.86	0	0	0.118
"1737"	"f006/elh2_006303.jpg"	0.002	0.018	0	0	0.98
"1738"	"f006/elh2_006049.jpg"	0.016	0.362	0	0	0.622
"1739"	"f006/elh2_006760.jpg"	0.034	0.852	0	0	0.114
"1740"	"f006/elh2_006696.jpg"	0.004	0.892	0.006	0	0.098
"1741"	"f006/elh2_006355.jpg"	0.008	0.024	0	0	0.968
"1742"	"f006/elh2_006754.jpg"	0.146	0.514	0	0	0.34
"1743"	"f006/elh2_006433.jpg"	0.008	0.018	0	0	0.974
"1744"	"f006/elh2_006172.jpg"	0.004	0.05	0	0	0.946
"1745"	"f006/elh2_006389.jpg"	0	0.026	0	0	0.974
"1746"	"f006/elh2_006959.jpg"	0.014	0.89	0	0	0.096
"1747"	"f006/elh2_006702.jpg"	0.026	0.372	0	0	0.602
"1748"	"f006/elh2_006480.jpg"	0.006	0.124	0	0	0.87
"1749"	"f006/elh2_006260.jpg"	0.012	0.116	0	0	0.872
"1750"	"f006/elh2_006954.jpg"	0.006	0.992	0	0	0.002
"1751"	"f006/elh2_006388.jpg"	0.01	0.236	0	0	0.754
"1752"	"f006/elh2_006144.jpg"	0.024	0.05	0	0	0.926
"1753"	"f006/elh2_006434.jpg"	0.02	0.186	0	0	0.794
"1754"	"f006/elh2_006613.jpg"	0.04	0.41	0	0	0.55
"1755"	"f006/elh2_006773.jpg"	0	0.978	0	0	0.022
"1756"	"f006/elh2_006709.jpg"	0.014	0.85	0	0	0.136
"1757"	"f006/elh2_006124.jpg"	0.014	0.152	0	0	0.834
"1758"	"f006/elh2_006777.jpg"	0.016	0.918	0	0	0.066
"1759"	"f006/elh2_006518.jpg"	0.006	0.054	0	0	0.94
"1760"	"f006/elh2_006984.jpg"	0.162	0.206	0	0	0.632
"1761"	"f006/elh2_006235.jpg"	0.006	0.048	0	0	0.946
"1762"	"f006/elh2_006783.jpg"	0.004	0.454	0	0	0.542
"1763"	"f006/elh2_006372.jpg"	0	0.044	0	0	0.956
"1764"	"f006/elh2_006863.jpg"	0.004	0.066	0	0	0.93
"1765"	"f006/elh2_006960.jpg"	0.014	0.958	0	0	0.028
"1766"	"f006/elh2_006842.jpg"	0	0.9	0	0	0.1
"1767"	"f006/elh2_006246.jpg"	0.088	0.168	0	0	0.744
"1768"	"f006/elh2_006510.jpg"	0.008	0.048	0	0	0.944
"1769"	"f006/elh2_006456.jpg"	0.006	0.108	0	0	0.886
"1770"	"f006/elh2_006365.jpg"	0.002	0.018	0	0	0.98
"1771"	"f006/elh2_006728.jpg"	0.016	0.744	0.004	0	0.236
"1772"	"f006/elh2_006122.jpg"	0.024	0.052	0	0	0.924
"1773"	"f006/elh2_006507.jpg"	0.032	0.162	0	0	0.806
"1774"	"f006/elh2_006596.jpg"	0.07	0.144	0	0	0.786
"1775"	"f006/elh2_006347.jpg"	0.018	0.184	0	0	0.798
"1776"	"f006/elh2_006790.jpg"	0.008	0.842	0	0	0.15
"1777"	"f006/elh2_006265.jpg"	0.022	0.124	0	0	0.854
"1778"	"f006/elh2_006362.jpg"	0.012	0.206	0	0	0.782
"1779"	"f006/elh2_006077.jpg"	0.002	0.078	0	0	0.92
"1780"	"f006/elh2_006607.jpg"	0.024	0.244	0	0	0.732
"1781"	"f006/elh2_006267.jpg"	0.052	0.22	0	0	0.728
"1782"	"f006/elh2_006805.jpg"	0.002	0.966	0	0	0.032
"1783"	"f006/elh2_006884.jpg"	0.002	0.984	0	0	0.014
"1784"	"f006/elh2_006190.jpg"	0.016	0.066	0	0	0.918
"1785"	"f006/elh2_006099.jpg"	0.004	0.022	0	0	0.974
"1786"	"f006/elh2_006674.jpg"	0.004	0.936	0	0	0.06
"1787"	"f006/elh2_006974.jpg"	0.276	0.416	0	0	0.308
"1788"	"f006/elh2_006288.jpg"	0.012	0.214	0	0	0.774
"1789"	"f006/elh2_006929.jpg"	0.03	0.84	0	0	0.13
"1790"	"f006/elh2_006732.jpg"	0.036	0.616	0	0	0.348
"1791"	"f006/elh2_006489.jpg"	0.008	0.098	0	0	0.894
"1792"	"f006/elh2_006258.jpg"	0.026	0.194	0	0	0.78
"1793"	"f006/elh2_006858.jpg"	0.004	0.782	0	0	0.214
"1794"	"f006/elh2_006658.jpg"	0.002	0.994	0	0	0.004
"1795"	"f006/elh2_006577.jpg"	0.01	0.096	0	0	0.894
"1796"	"f006/elh2_006279.jpg"	0.012	0.144	0	0	0.844
"1797"	"f006/elh2_006615.jpg"	0.026	0.342	0	0	0.632
"1798"	"f006/elh2_006496.jpg"	0.008	0.082	0	0	0.91
"1799"	"f006/elh2_006126.jpg"	0.054	0.136	0	0	0.81
"1800"	"f006/elh2_006173.jpg"	0.002	0.02	0	0	0.978
"1801"	"f006/elh2_006268.jpg"	0.06	0.308	0	0	0.632
"1802"	"f006/elh2_006274.jpg"	0.002	0.036	0	0	0.962
"1803"	"f006/elh2_006477.jpg"	0.008	0.036	0	0	0.956
"1804"	"f006/elh2_006537.jpg"	0.042	0.024	0	0	0.934
"1805"	"f006/elh2_006799.jpg"	0	0.986	0	0	0.014
"1806"	"f006/elh2_006266.jpg"	0	0.018	0	0	0.982
"1807"	"f006/elh2_006491.jpg"	0.014	0.164	0	0	0.822
"1808"	"f006/elh2_006569.jpg"	0.018	0.096	0	0	0.886
"1809"	"f006/elh2_006787.jpg"	0	0.924	0	0	0.076
"1810"	"f006/elh2_006584.jpg"	0.018	0.082	0	0	0.9
"1811"	"f006/elh2_006714.jpg"	0.014	0.548	0.006	0	0.432
"1812"	"f006/elh2_006417.jpg"	0.026	0.086	0	0	0.888
"1813"	"f006/elh2_006597.jpg"	0.002	0.028	0	0	0.97
"1814"	"f006/elh2_006222.jpg"	0	0.006	0	0	0.994
"1815"	"f006/elh2_006320.jpg"	0.004	0.026	0	0	0.97
"1816"	"f006/elh2_006353.jpg"	0.008	0.1	0	0	0.892
"1817"	"f006/elh2_006199.jpg"	0.03	0.05	0	0	0.92
"1818"	"f006/elh2_006668.jpg"	0.006	0.984	0	0	0.01
"1819"	"f006/elh2_006394.jpg"	0.032	0.166	0	0	0.802
"1820"	"f006/elh2_006000.jpg"	0	0.024	0	0	0.976
"1821"	"f006/elh2_006621.jpg"	0.016	0.232	0	0	0.752
"1822"	"f006/elh2_006685.jpg"	0.03	0.922	0.002	0	0.046
"1823"	"f006/elh2_006517.jpg"	0.018	0.124	0	0	0.858
"1824"	"f006/elh2_006091.jpg"	0.004	0.012	0	0	0.984
"1825"	"f006/elh2_006218.jpg"	0.02	0.048	0	0	0.932
"1826"	"f006/elh2_006406.jpg"	0.016	0.14	0	0	0.844
"1827"	"f006/elh2_006148.jpg"	0.074	0.09	0	0	0.836
"1828"	"f006/elh2_006105.jpg"	0.024	0.928	0	0	0.048
"1829"	"f006/elh2_006021.jpg"	0	0.03	0	0	0.97
"1830"	"f006/elh2_006413.jpg"	0.004	0.088	0	0	0.908
"1831"	"f006/elh2_006895.jpg"	0.006	0.922	0	0	0.072
"1832"	"f006/elh2_006488.jpg"	0.004	0.06	0	0	0.936
"1833"	"f006/elh2_006672.jpg"	0.004	0.95	0	0	0.046
"1834"	"f006/elh2_006219.jpg"	0.042	0.294	0	0	0.664
"1835"	"f006/elh2_006688.jpg"	0.14	0.684	0	0	0.176
"1836"	"f006/elh2_006810.jpg"	0.002	0.998	0	0	0
"1837"	"f006/elh2_006304.jpg"	0.006	0.066	0	0	0.928
"1838"	"f006/elh2_006129.jpg"	0.05	0.224	0	0	0.726
"1839"	"f006/elh2_006602.jpg"	0.01	0.172	0	0	0.818
"1840"	"f006/elh2_006343.jpg"	0.03	0.378	0	0	0.592
"1841"	"f006/elh2_006599.jpg"	0.008	0.062	0	0	0.93
"1842"	"f006/elh2_006679.jpg"	0.012	0.964	0	0	0.024
"1843"	"f006/elh2_006582.jpg"	0.072	0.24	0	0	0.688
"1844"	"f006/elh2_006471.jpg"	0.024	0.186	0	0	0.79
"1845"	"f006/elh2_006936.jpg"	0.142	0.54	0	0	0.318
"1846"	"f006/elh2_006727.jpg"	0	0.95	0	0	0.05
"1847"	"f006/elh2_006097.jpg"	0.006	0.034	0	0	0.96
"1848"	"f006/elh2_006382.jpg"	0.024	0.05	0	0	0.926
"1849"	"f006/elh2_006168.jpg"	0.012	0.154	0	0	0.834
"1850"	"f006/elh2_006048.jpg"	0.034	0.372	0	0	0.594
"1851"	"f006/elh2_006573.jpg"	0.02	0.096	0	0	0.884
"1852"	"f006/elh2_006217.jpg"	0	0.046	0	0	0.954
"1853"	"f006/elh2_006051.jpg"	0.022	0.04	0	0	0.938
"1854"	"f006/elh2_006793.jpg"	0	0.994	0	0	0.006
"1855"	"f006/elh2_006340.jpg"	0.006	0.04	0	0	0.954
"1856"	"f006/elh2_006425.jpg"	0.024	0.138	0	0	0.838
"1857"	"f006/elh2_006034.jpg"	0.014	0.1	0	0	0.886
"1858"	"f006/elh2_006109.jpg"	0.018	0.942	0	0	0.04
"1859"	"f006/elh2_006305.jpg"	0.016	0.03	0	0	0.954
"1860"	"f006/elh2_006169.jpg"	0.02	0.13	0	0	0.85
"1861"	"f006/elh2_006003.jpg"	0.006	0.044	0	0	0.95
"1862"	"f006/elh2_006485.jpg"	0	0.044	0	0	0.956
"1863"	"f006/elh2_006630.jpg"	0.012	0.55	0	0	0.438
"1864"	"f006/elh2_006905.jpg"	0	0.99	0	0	0.01
"1865"	"f006/elh2_006313.jpg"	0	0.04	0	0	0.96
"1866"	"f006/elh2_006667.jpg"	0.004	0.962	0	0	0.034
"1867"	"f006/elh2_006127.jpg"	0.036	0.202	0	0	0.762
"1868"	"f006/elh2_006083.jpg"	0.026	0.054	0	0	0.92
"1869"	"f006/elh2_006750.jpg"	0.08	0.622	0	0	0.298
"1870"	"f006/elh2_006700.jpg"	0.004	0.736	0.006	0	0.254
"1871"	"f006/elh2_006335.jpg"	0.02	0.284	0	0	0.696
"1872"	"f006/elh2_006147.jpg"	0.01	0.12	0	0	0.87
"1873"	"f006/elh2_006333.jpg"	0.004	0.002	0	0	0.994
"1874"	"f006/elh2_006248.jpg"	0.008	0.054	0	0	0.938
"1875"	"f006/elh2_006038.jpg"	0	0	0	0	1
"1876"	"f006/elh2_006701.jpg"	0.002	0.74	0	0	0.258
"1877"	"f006/elh2_006191.jpg"	0.012	0.628	0	0	0.36
"1878"	"f006/elh2_006321.jpg"	0.112	0.176	0	0	0.712
"1879"	"f006/elh2_006060.jpg"	0.056	0.174	0	0	0.77
"1880"	"f006/elh2_006693.jpg"	0.012	0.628	0.014	0	0.346
"1881"	"f006/elh2_006236.jpg"	0.198	0.284	0	0	0.518
"1882"	"f006/elh2_006536.jpg"	0	0.014	0	0	0.986
"1883"	"f006/elh2_006740.jpg"	0	0.98	0	0	0.02
"1884"	"f006/elh2_006961.jpg"	0.002	0.988	0	0	0.01
"1885"	"f006/elh2_006523.jpg"	0.016	0.15	0	0	0.834
"1886"	"f006/elh2_006981.jpg"	0.064	0.758	0	0	0.178
"1887"	"f006/elh2_006216.jpg"	0.006	0.026	0	0	0.968
"1888"	"f006/elh2_006839.jpg"	0	0.988	0	0	0.012
"1889"	"f006/elh2_006567.jpg"	0.012	0.11	0	0	0.878
"1890"	"f006/elh2_006418.jpg"	0.042	0.348	0	0	0.61
"1891"	"f006/elh2_006292.jpg"	0.016	0.05	0	0	0.934
"1892"	"f006/elh2_006686.jpg"	0.054	0.85	0.002	0	0.094
"1893"	"f006/elh2_006116.jpg"	0.02	0.136	0	0	0.844
"1894"	"f006/elh2_006687.jpg"	0.112	0.794	0.002	0	0.092
"1895"	"f006/elh2_006791.jpg"	0	1	0	0	0
"1896"	"f006/elh2_006859.jpg"	0	0.23	0	0	0.77
"1897"	"f006/elh2_006762.jpg"	0.036	0.942	0	0	0.022
"1898"	"f006/elh2_006061.jpg"	0.046	0.266	0	0	0.688
"1899"	"f006/elh2_006821.jpg"	0	1	0	0	0
"1900"	"f006/elh2_006833.jpg"	0	0.948	0	0	0.052
"1901"	"f006/elh2_006182.jpg"	0.008	0.8	0	0	0.192
"1902"	"f006/elh2_006360.jpg"	0.028	0.046	0	0	0.926
"1903"	"f006/elh2_006800.jpg"	0.002	0.994	0	0	0.004
"1904"	"f006/elh2_006880.jpg"	0.024	0.924	0	0	0.052
"1905"	"f006/elh2_006666.jpg"	0.006	0.962	0	0	0.032
"1906"	"f006/elh2_006525.jpg"	0.018	0.208	0	0	0.774
"1907"	"f006/elh2_006005.jpg"	0.032	0.06	0	0	0.908
"1908"	"f006/elh2_006241.jpg"	0.018	0.052	0	0	0.93
"1909"	"f006/elh2_006195.jpg"	0.23	0.124	0	0	0.646
"1910"	"f006/elh2_006134.jpg"	0.022	0.11	0	0	0.868
"1911"	"f006/elh2_006526.jpg"	0.008	0.176	0	0	0.816
"1912"	"f006/elh2_006337.jpg"	0	0.016	0	0	0.984
"1913"	"f006/elh2_006383.jpg"	0.024	0.16	0	0	0.816
"1914"	"f006/elh2_006538.jpg"	0.016	0.194	0	0	0.79
"1915"	"f006/elh2_006204.jpg"	0.002	0.042	0	0	0.956
"1916"	"f006/elh2_006653.jpg"	0.002	0.988	0	0	0.01
"1917"	"f006/elh2_006416.jpg"	0.012	0.14	0	0	0.848
"1918"	"f006/elh2_006901.jpg"	0	0.996	0	0	0.004
"1919"	"f006/elh2_006293.jpg"	0	0.014	0	0	0.986
"1920"	"f006/elh2_006770.jpg"	0.044	0.906	0	0	0.05
"1921"	"f006/elh2_006414.jpg"	0.004	0.112	0	0	0.884
"1922"	"f006/elh2_006096.jpg"	0.01	0.052	0	0	0.938
"1923"	"f006/elh2_006023.jpg"	0	0.008	0	0	0.992
"1924"	"f006/elh2_006844.jpg"	0	1	0	0	0
"1925"	"f006/elh2_006118.jpg"	0.098	0.152	0	0	0.75
"1926"	"f006/elh2_006677.jpg"	0.032	0.964	0	0	0.004
"1927"	"f006/elh2_006242.jpg"	0.016	0.05	0	0	0.934
"1928"	"f006/elh2_006431.jpg"	0.016	0.162	0	0	0.822
"1929"	"f006/elh2_006270.jpg"	0.024	0.104	0	0	0.872
"1930"	"f006/elh2_006309.jpg"	0.008	0.132	0	0	0.86
"1931"	"f006/elh2_006739.jpg"	0.056	0.856	0	0	0.088
"1932"	"f006/elh2_006085.jpg"	0.012	0.042	0	0	0.946
"1933"	"f006/elh2_006251.jpg"	0.052	0.262	0	0	0.686
"1934"	"f006/elh2_006084.jpg"	0.012	0.094	0	0	0.894
"1935"	"f006/elh2_006768.jpg"	0.004	0.874	0	0	0.122
"1936"	"f006/elh2_006404.jpg"	0.01	0.058	0	0	0.932
"1937"	"f006/elh2_006440.jpg"	0.064	0.322	0	0	0.614
"1938"	"f006/elh2_006330.jpg"	0.006	0.134	0	0	0.86
"1939"	"f006/elh2_006983.jpg"	0.234	0.176	0	0	0.59
"1940"	"f006/elh2_006064.jpg"	0.004	0.026	0	0	0.97
"1941"	"f006/elh2_006004.jpg"	0.002	0.04	0	0	0.958
"1942"	"f006/elh2_006094.jpg"	0.002	0.028	0	0	0.97
"1943"	"f006/elh2_006164.jpg"	0.016	0.14	0	0	0.844
"1944"	"f006/elh2_006796.jpg"	0.01	0.718	0	0	0.272
"1945"	"f006/elh2_006368.jpg"	0.006	0.086	0	0	0.908
"1946"	"f006/elh2_006698.jpg"	0.006	0.896	0.002	0	0.096
"1947"	"f006/elh2_006408.jpg"	0.014	0.072	0	0	0.914
"1948"	"f006/elh2_006771.jpg"	0	0.97	0	0	0.03
"1949"	"f006/elh2_006971.jpg"	0.16	0.536	0	0	0.304
"1950"	"f006/elh2_006245.jpg"	0.106	0.096	0	0	0.798
"1951"	"f006/elh2_006341.jpg"	0	0.01	0	0	0.99
"1952"	"f006/elh2_006290.jpg"	0.002	0.034	0	0	0.964
"1953"	"f006/elh2_006636.jpg"	0	0.96	0	0	0.04
"1954"	"f006/elh2_006637.jpg"	0	0.986	0	0	0.014
"1955"	"f006/elh2_006442.jpg"	0.014	0.156	0	0	0.83
"1956"	"f006/elh2_006818.jpg"	0	0.994	0	0	0.006
"1957"	"f006/elh2_006487.jpg"	0.006	0.03	0	0	0.964
"1958"	"f006/elh2_006214.jpg"	0.004	0.012	0	0	0.984
"1959"	"f006/elh2_006501.jpg"	0	0.004	0	0	0.996
"1960"	"f006/elh2_006612.jpg"	0.012	0.158	0	0	0.83
"1961"	"f006/elh2_006069.jpg"	0.034	0.314	0	0	0.652
"1962"	"f006/elh2_006972.jpg"	0.014	0.79	0	0	0.196
"1963"	"f006/elh2_006259.jpg"	0	0.028	0	0	0.972
"1964"	"f006/elh2_006781.jpg"	0.004	0.952	0	0	0.044
"1965"	"f006/elh2_006447.jpg"	0.034	0.224	0	0	0.742
"1966"	"f006/elh2_006917.jpg"	0	0.988	0	0	0.012
"1967"	"f006/elh2_006225.jpg"	0.008	0.026	0	0	0.966
"1968"	"f006/elh2_006154.jpg"	0.024	0.042	0	0	0.934
"1969"	"f006/elh2_006651.jpg"	0.002	0.912	0	0	0.086
"1970"	"f006/elh2_006963.jpg"	0.02	0.884	0	0	0.096
"1971"	"f006/elh2_006769.jpg"	0.018	0.29	0	0	0.692
"1972"	"f006/elh2_006680.jpg"	0.008	0.932	0.002	0	0.058
"1973"	"f006/elh2_006079.jpg"	0.008	0.076	0	0	0.916
"1974"	"f006/elh2_006987.jpg"	0.032	0.392	0	0	0.576
"1975"	"f006/elh2_006592.jpg"	0.038	0.494	0	0	0.468
"1976"	"f006/elh2_006924.jpg"	0	1	0	0	0
"1977"	"f006/elh2_006629.jpg"	0.018	0.168	0	0	0.814
"1978"	"f006/elh2_006130.jpg"	0.04	0.188	0	0	0.772
"1979"	"f006/elh2_006894.jpg"	0	0.99	0	0	0.01
"1980"	"f006/elh2_006373.jpg"	0.066	0.204	0	0	0.73
"1981"	"f006/elh2_006661.jpg"	0	0.998	0	0	0.002
"1982"	"f006/elh2_006843.jpg"	0	0.958	0	0	0.042
"1983"	"f006/elh2_006563.jpg"	0.056	0.218	0	0	0.726
"1984"	"f006/elh2_006102.jpg"	0	0.052	0	0	0.948
"1985"	"f006/elh2_006715.jpg"	0.004	0.688	0.014	0	0.294
"1986"	"f006/elh2_006644.jpg"	0	0.9	0	0	0.1
"1987"	"f006/elh2_006979.jpg"	0.028	0.926	0	0	0.046
"1988"	"f006/elh2_006187.jpg"	0.048	0.218	0	0	0.734
"1989"	"f006/elh2_006263.jpg"	0.006	0.016	0	0	0.978
"1990"	"f006/elh2_006300.jpg"	0.006	0.072	0	0	0.922
"1991"	"f006/elh2_006155.jpg"	0.096	0.118	0	0	0.786
"1992"	"f006/elh2_006159.jpg"	0.01	0.012	0	0	0.978
"1993"	"f006/elh2_006642.jpg"	0.008	0.96	0.002	0	0.03
"1994"	"f006/elh2_006871.jpg"	0	0.994	0	0	0.006
"1995"	"f006/elh2_006007.jpg"	0.006	0.38	0	0	0.614
"1996"	"f006/elh2_006239.jpg"	0	0.168	0	0	0.832
"1997"	"f006/elh2_006467.jpg"	0.026	0.148	0	0	0.826
"1998"	"f006/elh2_006036.jpg"	0.054	0.156	0	0	0.79
"1999"	"f006/elh2_006820.jpg"	0	0.998	0	0	0.002
"2000"	"f006/elh2_006609.jpg"	0.03	0.482	0	0	0.488
"2001"	"f006/elh2_006121.jpg"	0	0.006	0	0	0.994
"2002"	"f006/elh2_006317.jpg"	0.002	0.01	0	0	0.988
"2003"	"f006/elh2_006731.jpg"	0.022	0.83	0	0	0.148
"2004"	"f006/elh2_006933.jpg"	0.03	0.742	0	0	0.228
"2005"	"f006/elh2_006565.jpg"	0.014	0.142	0	0	0.844
"2006"	"f006/elh2_006420.jpg"	0	0.036	0	0	0.964
"2007"	"f006/elh2_006212.jpg"	0	0.042	0	0	0.958
"2008"	"f006/elh2_006208.jpg"	0.022	0.242	0	0	0.736
"2009"	"f006/elh2_006916.jpg"	0.006	0.964	0	0	0.03
"2010"	"f006/elh2_006158.jpg"	0.056	0.076	0	0	0.868
"2011"	"f006/elh2_006690.jpg"	0.02	0.912	0	0	0.068
"2012"	"f006/elh2_006469.jpg"	0.01	0.182	0	0	0.808
"2013"	"f006/elh2_006695.jpg"	0.002	0.814	0	0	0.184
"2014"	"f006/elh2_006722.jpg"	0.032	0.644	0	0	0.324
"2015"	"f006/elh2_006872.jpg"	0.002	0.986	0	0	0.012
"2016"	"f006/elh2_006557.jpg"	0.034	0.114	0	0	0.852
"2017"	"f006/elh2_006401.jpg"	0.076	0.128	0	0	0.796
"2018"	"f006/elh2_006092.jpg"	0.008	0.076	0	0	0.916
"2019"	"f006/elh2_006399.jpg"	0.062	0.19	0	0	0.748
"2020"	"f006/elh2_006870.jpg"	0	0.992	0	0	0.008
"2021"	"f006/elh2_006746.jpg"	0.174	0.716	0	0	0.11
"2022"	"f006/elh2_006846.jpg"	0	0.984	0	0	0.016
"2023"	"f006/elh2_006200.jpg"	0.034	0.132	0	0	0.834
"2024"	"f006/elh2_006323.jpg"	0	0.066	0	0	0.934
"2025"	"f006/elh2_006231.jpg"	0.024	0.056	0	0	0.92
"2026"	"f006/elh2_006897.jpg"	0	0.874	0	0	0.126
"2027"	"f006/elh2_006351.jpg"	0.008	0.158	0	0	0.834
"2028"	"f006/elh2_006764.jpg"	0.156	0.788	0	0	0.056
"2029"	"f006/elh2_006657.jpg"	0	0.996	0	0	0.004
"2030"	"f006/elh2_006955.jpg"	0.024	0.94	0	0	0.036
"2031"	"f006/elh2_006610.jpg"	0.048	0.252	0	0	0.7
"2032"	"f006/elh2_006812.jpg"	0	0.994	0	0	0.006
"2033"	"f006/elh2_006964.jpg"	0.006	0.99	0	0	0.004
"2034"	"f006/elh2_006012.jpg"	0.048	0.296	0	0	0.656
"2035"	"f006/elh2_006664.jpg"	0	0.966	0	0	0.034
"2036"	"f006/elh2_006952.jpg"	0.03	0.956	0	0	0.014
"2037"	"f006/elh2_006849.jpg"	0.002	0.96	0	0	0.038
"2038"	"f006/elh2_006926.jpg"	0	0.95	0	0	0.05
"2039"	"f006/elh2_006237.jpg"	0.026	0.068	0	0	0.906
"2040"	"f006/elh2_006549.jpg"	0.164	0.408	0	0	0.428
"2041"	"f006/elh2_006996.jpg"	0.058	0.532	0	0	0.41
"2042"	"f006/elh2_006780.jpg"	0.014	0.832	0	0	0.154
"2043"	"f006/elh2_006078.jpg"	0	0.048	0	0	0.952
"2044"	"f006/elh2_006891.jpg"	0	0.978	0	0	0.022
"2045"	"f006/elh2_006410.jpg"	0.016	0.106	0	0	0.878
"2046"	"f006/elh2_006580.jpg"	0.062	0.178	0	0	0.76
"2047"	"f006/elh2_006906.jpg"	0	0.982	0	0	0.018
"2048"	"f006/elh2_006969.jpg"	0.008	0.924	0	0	0.068
"2049"	"f006/elh2_006185.jpg"	0.05	0.114	0	0	0.836
"2050"	"f006/elh2_006928.jpg"	0.006	0.96	0	0	0.034
"2051"	"f006/elh2_006468.jpg"	0.046	0.116	0	0	0.838
"2052"	"f006/elh2_006206.jpg"	0.004	0.03	0	0	0.966
"2053"	"f006/elh2_006052.jpg"	0.018	0.1	0	0	0.882
"2054"	"f006/elh2_006903.jpg"	0.002	0.99	0	0	0.008
"2055"	"f006/elh2_006441.jpg"	0.006	0.17	0	0	0.824
"2056"	"f006/elh2_006546.jpg"	0.09	0.258	0	0	0.652
"2057"	"f006/elh2_006377.jpg"	0.008	0.058	0	0	0.934
"2058"	"f006/elh2_006743.jpg"	0.012	0.988	0	0	0
"2059"	"f006/elh2_006801.jpg"	0	0.992	0	0	0.008
"2060"	"f006/elh2_006887.jpg"	0.004	0.926	0	0	0.07
"2061"	"f006/elh2_006331.jpg"	0.012	0.032	0	0	0.956
"2062"	"f006/elh2_006175.jpg"	0.002	0.08	0	0	0.918
"2063"	"f006/elh2_006063.jpg"	0.03	0.054	0	0	0.916
"2064"	"f006/elh2_006967.jpg"	0.05	0.916	0	0	0.034
"2065"	"f006/elh2_006250.jpg"	0.014	0.108	0	0	0.878
"2066"	"f006/elh2_006795.jpg"	0	0.916	0	0	0.084
"2067"	"f006/elh2_006539.jpg"	0.002	0.046	0	0	0.952
"2068"	"f006/elh2_006710.jpg"	0.046	0.75	0	0	0.204
"2069"	"f006/elh2_006139.jpg"	0.014	0.022	0	0	0.964
"2070"	"f006/elh2_006308.jpg"	0.004	0.022	0	0	0.974
"2071"	"f006/elh2_006461.jpg"	0.04	0.19	0	0	0.77
"2072"	"f006/elh2_006778.jpg"	0.004	0.934	0	0	0.062
"2073"	"f006/elh2_006508.jpg"	0.022	0.182	0	0	0.796
