Carbonate sand	Coral rubble	Indeterminate	Live reef	Senile coral reef	Thalassia
0.972055888224	0.0159680638723	0.0	0.0	0.0119760479042	0.0
0.986027944112	0.00998003992016	0.0	0.00399201596806	0.0	0.0
0.996007984032	0.00199600798403	0.0	0.00199600798403	0.0	0.0
0.986027944112	0.00399201596806	0.0	0.00399201596806	0.0059880239521	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.986027944112	0.00399201596806	0.0	0.00998003992016	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.982035928144	0.00798403193613	0.0	0.0	0.00998003992016	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.962075848303	0.0259481037924	0.0	0.00199600798403	0.00998003992016	0.0
1.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.994011976048	0.0	0.0	0.00199600798403	0.00399201596806	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.974051896208	0.0139720558882	0.0	0.0059880239521	0.0059880239521	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.996007984032	0.00199600798403	0.0	0.0	0.00199600798403	0.0
0.99001996008	0.00798403193613	0.0	0.00199600798403	0.0	0.0
0.99001996008	0.0059880239521	0.0	0.0	0.00399201596806	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.996007984032	0.00399201596806	0.0	0.0	0.0	0.0
0.998003992016	0.0	0.0	0.00199600798403	0.0	0.0
0.994011976048	0.00199600798403	0.0	0.00399201596806	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.972055888224	0.0239520958084	0.0	0.00399201596806	0.0	0.0
0.988023952096	0.0119760479042	0.0	0.0	0.0	0.0
0.994011976048	0.00399201596806	0.0	0.0	0.00199600798403	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.998003992016	0.0	0.0	0.00199600798403	0.0	0.0
0.998003992016	0.0	0.00199600798403	0.0	0.0	0.0
0.978043912176	0.0199600798403	0.00199600798403	0.0	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.994011976048	0.0059880239521	0.0	0.0	0.0	0.0
0.992015968064	0.00798403193613	0.0	0.0	0.0	0.0
0.974051896208	0.0219560878244	0.00199600798403	0.00199600798403	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.994011976048	0.00199600798403	0.0	0.00399201596806	0.0	0.0
0.978043912176	0.0219560878244	0.0	0.0	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.383233532934	0.610778443114	0.00199600798403	0.00399201596806	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.954091816367	0.0459081836327	0.0	0.0	0.0	0.0
0.932135728543	0.0179640718563	0.0119760479042	0.0379241516966	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.996007984032	0.00399201596806	0.0	0.0	0.0	0.0
0.99001996008	0.00399201596806	0.00399201596806	0.00199600798403	0.0	0.0
0.98003992016	0.0179640718563	0.0	0.00199600798403	0.0	0.0
0.996007984032	0.00399201596806	0.0	0.0	0.0	0.0
0.972055888224	0.0279441117764	0.0	0.0	0.0	0.0
0.996007984032	0.00399201596806	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.992015968064	0.0059880239521	0.0	0.00199600798403	0.0	0.0
0.994011976048	0.00399201596806	0.00199600798403	0.0	0.0	0.0
0.996007984032	0.00399201596806	0.0	0.0	0.0	0.0
0.988023952096	0.0119760479042	0.0	0.0	0.0	0.0
0.99001996008	0.0059880239521	0.0	0.0	0.00399201596806	0.0
0.988023952096	0.0119760479042	0.0	0.0	0.0	0.0
0.976047904192	0.0239520958084	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.986027944112	0.00199600798403	0.0	0.0119760479042	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.996007984032	0.00199600798403	0.0	0.00199600798403	0.0	0.0
0.99001996008	0.00998003992016	0.0	0.0	0.0	0.0
0.978043912176	0.00998003992016	0.00399201596806	0.00798403193613	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.996007984032	0.00399201596806	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.99001996008	0.00998003992016	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.998003992016	0.0	0.0	0.00199600798403	0.0	0.0
0.996007984032	0.0	0.0	0.00399201596806	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.978043912176	0.0119760479042	0.0	0.00998003992016	0.0	0.0
0.994011976048	0.0	0.0	0.0059880239521	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.996007984032	0.0	0.0	0.00399201596806	0.0	0.0
0.998003992016	0.0	0.0	0.00199600798403	0.0	0.0
0.99001996008	0.00399201596806	0.0	0.0059880239521	0.0	0.0
0.966067864271	0.0179640718563	0.0	0.00199600798403	0.0139720558882	0.0
0.992015968064	0.00798403193613	0.0	0.0	0.0	0.0
0.974051896208	0.00998003992016	0.0	0.0059880239521	0.00998003992016	0.0
0.994011976048	0.00399201596806	0.0	0.0	0.00199600798403	0.0
0.986027944112	0.0119760479042	0.0	0.00199600798403	0.0	0.0
0.986027944112	0.00399201596806	0.00199600798403	0.00798403193613	0.0	0.0
0.994011976048	0.0	0.0	0.0059880239521	0.0	0.0
0.986027944112	0.0059880239521	0.00399201596806	0.00399201596806	0.0	0.0
0.982035928144	0.00798403193613	0.0	0.00399201596806	0.0059880239521	0.0
0.996007984032	0.0	0.0	0.00399201596806	0.0	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.986027944112	0.0059880239521	0.0	0.00199600798403	0.0059880239521	0.0
0.986027944112	0.00798403193613	0.0	0.00399201596806	0.00199600798403	0.0
0.986027944112	0.00798403193613	0.0	0.00399201596806	0.00199600798403	0.0
1.0	0.0	0.0	0.0	0.0	0.0
0.994011976048	0.00199600798403	0.0	0.00399201596806	0.0	0.0
0.996007984032	0.0	0.0	0.00399201596806	0.0	0.0
0.998003992016	0.00199600798403	0.0	0.0	0.0	0.0
0.956087824351	0.0239520958084	0.00199600798403	0.0	0.0179640718563	0.0
0.99001996008	0.00798403193613	0.0	0.0	0.00199600798403	0.0
0.996007984032	0.00399201596806	0.0	0.0	0.0	0.0
0.984031936128	0.00798403193613	0.0	0.00399201596806	0.00399201596806	0.0
0.988023952096	0.0059880239521	0.0	0.00199600798403	0.00399201596806	0.0
0.978043912176	0.0139720558882	0.0	0.00399201596806	0.00399201596806	0.0
0.972055888224	0.0139720558882	0.0	0.0	0.0139720558882	0.0
0.974051896208	0.0139720558882	0.0	0.00399201596806	0.00798403193613	0.0
0.922155688623	0.0518962075848	0.0	0.0	0.0259481037924	0.0
0.898203592814	0.0439121756487	0.0	0.00199600798403	0.0558882235529	0.0
0.97005988024	0.0219560878244	0.0	0.0	0.00798403193613	0.0
0.952095808383	0.0299401197605	0.0	0.0	0.0179640718563	0.0
0.860279441118	0.0958083832335	0.0	0.00399201596806	0.0399201596806	0.0
0.217564870259	0.744510978044	0.0	0.00199600798403	0.0359281437126	0.0
0.0319361277445	0.948103792415	0.0	0.0	0.0199600798403	0.0
0.0379241516966	0.934131736527	0.0	0.0	0.0279441117764	0.0
0.0918163672655	0.86626746507	0.0	0.00199600798403	0.0379241516966	0.00199600798403
0.00798403193613	0.99001996008	0.0	0.0	0.00199600798403	0.0
0.0319361277445	0.932135728543	0.0	0.0	0.0359281437126	0.0
0.00199600798403	0.994011976048	0.0	0.0	0.00399201596806	0.0
0.0	0.996007984032	0.0	0.0	0.00399201596806	0.0
0.0	0.994011976048	0.0	0.0	0.00399201596806	0.00199600798403
0.00199600798403	0.988023952096	0.0	0.0	0.00798403193613	0.00199600798403
0.00199600798403	0.974051896208	0.0	0.0	0.0239520958084	0.0
0.0	0.994011976048	0.0	0.0	0.00399201596806	0.00199600798403
0.00399201596806	0.98003992016	0.0	0.0	0.0159680638723	0.0
0.00798403193613	0.976047904192	0.0	0.0	0.0159680638723	0.0
0.00998003992016	0.982035928144	0.0	0.0	0.00798403193613	0.0
0.00998003992016	0.960079840319	0.0	0.0	0.0299401197605	0.0
0.0479041916168	0.930139720559	0.0	0.0	0.0219560878244	0.0
0.00199600798403	0.992015968064	0.0	0.0	0.0059880239521	0.0
0.0	0.994011976048	0.0	0.0	0.0059880239521	0.0
0.0059880239521	0.936127744511	0.0	0.0	0.0578842315369	0.0
0.0059880239521	0.882235528942	0.0	0.0	0.105788423154	0.0059880239521
0.0898203592814	0.842315369261	0.0	0.0	0.0558882235529	0.0119760479042
0.00798403193613	0.942115768463	0.00399201596806	0.0	0.0459081836327	0.0
0.00998003992016	0.902195608782	0.0	0.0	0.0878243512974	0.0
0.0279441117764	0.720558882236	0.0	0.0	0.251497005988	0.0
0.75249500998	0.213572854291	0.0	0.0	0.0339321357285	0.0
0.141716566866	0.802395209581	0.0	0.0	0.0558882235529	0.0
0.0339321357285	0.870259481038	0.0	0.0	0.0958083832335	0.0
0.0239520958084	0.784431137725	0.0	0.0	0.191616766467	0.0
0.0119760479042	0.868263473054	0.0	0.0	0.119760479042	0.0
0.0199600798403	0.904191616766	0.0	0.0	0.0738522954092	0.00199600798403
0.0339321357285	0.792415169661	0.0	0.0	0.173652694611	0.0
0.0179640718563	0.724550898204	0.0	0.0	0.25748502994	0.0
0.0179640718563	0.684630738523	0.0	0.0	0.297405189621	0.0
0.0698602794411	0.812375249501	0.0	0.0	0.117764471058	0.0
0.0678642714571	0.774451097804	0.0	0.0	0.157684630739	0.0
0.0119760479042	0.708582834331	0.0	0.0	0.279441117764	0.0
0.884231536926	0.0718562874251	0.0	0.0	0.0439121756487	0.0
0.776447105788	0.165668662675	0.0	0.0	0.0578842315369	0.0
0.708582834331	0.235528942116	0.0	0.0	0.0558882235529	0.0
0.682634730539	0.293413173653	0.00399201596806	0.0	0.0199600798403	0.0
0.726546906188	0.235528942116	0.0	0.0	0.0379241516966	0.0
0.688622754491	0.185628742515	0.0	0.0	0.125748502994	0.0
0.670658682635	0.211576846307	0.0	0.0	0.117764471058	0.0
0.760479041916	0.111776447106	0.0	0.0	0.125748502994	0.00199600798403
0.818363273453	0.145708582834	0.0	0.0	0.0359281437126	0.0
0.0339321357285	0.788423153693	0.0	0.0	0.177644710579	0.0
0.0978043912176	0.862275449102	0.0	0.0	0.0399201596806	0.0
0.714570858283	0.231536926148	0.0	0.0	0.0538922155689	0.0
0.0978043912176	0.88622754491	0.0	0.0	0.0159680638723	0.0
0.0199600798403	0.784431137725	0.0	0.0	0.195608782435	0.0
0.175648702595	0.800399201597	0.0	0.0	0.0239520958084	0.0
0.0698602794411	0.900199600798	0.00199600798403	0.0	0.0279441117764	0.0
0.0758483033932	0.916167664671	0.0	0.0	0.00798403193613	0.0
0.0119760479042	0.682634730539	0.0	0.0	0.305389221557	0.0
0.0259481037924	0.814371257485	0.0	0.0	0.159680638723	0.0
0.131736526946	0.824351297405	0.0	0.0	0.0439121756487	0.0
0.0758483033932	0.826347305389	0.0	0.0	0.0978043912176	0.0
0.0119760479042	0.804391217565	0.0	0.0	0.183632734531	0.0
0.0239520958084	0.702594810379	0.0	0.0	0.273453093812	0.0
0.105788423154	0.776447105788	0.0	0.0	0.117764471058	0.0
0.862275449102	0.109780439122	0.0	0.0	0.0279441117764	0.0
0.838323353293	0.13373253493	0.0	0.0	0.0279441117764	0.0
0.0459081836327	0.848303393214	0.0	0.0	0.105788423154	0.0
0.0399201596806	0.934131736527	0.00199600798403	0.0	0.0239520958084	0.0
0.0499001996008	0.912175648703	0.0	0.0	0.0379241516966	0.0
0.149700598802	0.822355289421	0.0	0.0	0.0279441117764	0.0
0.061876247505	0.812375249501	0.0	0.0	0.125748502994	0.0
0.738522954092	0.175648702595	0.00199600798403	0.0	0.0838323353293	0.0
0.682634730539	0.149700598802	0.0	0.0	0.167664670659	0.0
0.696606786427	0.293413173653	0.0	0.0	0.00998003992016	0.0
0.0718562874251	0.88622754491	0.0	0.0	0.0419161676647	0.0
0.131736526946	0.822355289421	0.0	0.0	0.0459081836327	0.0
0.0698602794411	0.904191616766	0.0	0.0	0.0259481037924	0.0
0.0499001996008	0.874251497006	0.0	0.0	0.0758483033932	0.0
0.868263473054	0.101796407186	0.0	0.0	0.0299401197605	0.0
0.986027944112	0.0119760479042	0.0	0.0	0.00199600798403	0.0
