"Carbonate sand"	"Coral rubble"	"Indeterminate"	"Live reef"	"Senile coral reef"	"Thalassia"
"3700"	0.948	0.018	0.002	0.028	0.004	0
"3701"	0.906	0.004	0	0.088	0.002	0
"3702"	0.974	0.006	0	0.008	0.012	0
"3703"	0.924	0.018	0	0.05	0.008	0
"3704"	0.988	0.006	0	0.006	0	0
"3705"	0.99	0	0	0.01	0	0
"3706"	1	0	0	0	0	0
"3707"	0.996	0	0	0.004	0	0
"3708"	0.992	0.006	0	0.002	0	0
"3709"	0.974	0.02	0	0	0.006	0
"3710"	1	0	0	0	0	0
"3711"	1	0	0	0	0	0
"3712"	0.998	0	0	0.002	0	0
"3713"	1	0	0	0	0	0
"3714"	0.99	0	0	0.01	0	0
"3715"	1	0	0	0	0	0
"3716"	0.992	0	0	0.008	0	0
"3717"	1	0	0	0	0	0
"3718"	0.998	0.002	0	0	0	0
"3719"	0.998	0.002	0	0	0	0
"3720"	0.996	0.002	0	0	0.002	0
"3721"	0.984	0.004	0	0.01	0.002	0
"3722"	0.996	0	0	0.002	0.002	0
"3723"	0.998	0	0	0	0.002	0
"3724"	0.998	0.002	0	0	0	0
"3725"	0.994	0.002	0	0.004	0	0
"3726"	1	0	0	0	0	0
"3727"	1	0	0	0	0	0
"3728"	0.996	0.004	0	0	0	0
"3729"	0.994	0.002	0	0.004	0	0
"3730"	1	0	0	0	0	0
"3731"	0.996	0.004	0	0	0	0
"3732"	1	0	0	0	0	0
"3733"	1	0	0	0	0	0
"3734"	1	0	0	0	0	0
"3735"	0.998	0	0	0	0.002	0
"3736"	0.998	0.002	0	0	0	0
"3737"	0.984	0.006	0	0	0.01	0
"3738"	1	0	0	0	0	0
"3739"	0.988	0.01	0	0.002	0	0
"3740"	0.992	0.004	0	0.002	0.002	0
"3741"	0.942	0.016	0	0	0.042	0
"3742"	0.988	0.008	0	0	0.004	0
"3743"	0.96	0.016	0	0.01	0.014	0
"3744"	0.986	0.01	0	0.002	0.002	0
"3745"	0.996	0.004	0	0	0	0
"3746"	0.968	0.026	0	0	0.006	0
"3747"	0.934	0.018	0	0.008	0.04	0
"3748"	0.976	0.014	0	0.002	0.008	0
"3749"	0.934	0.024	0	0.002	0.04	0
"3750"	0.998	0.002	0	0	0	0
"3751"	0.99	0.002	0	0.004	0.004	0
"3752"	0.996	0.002	0	0	0.002	0
"3753"	1	0	0	0	0	0
"3754"	0.948	0.04	0	0.004	0.008	0
"3755"	0.998	0	0	0.002	0	0
"3756"	0.99	0.002	0	0.006	0.002	0
"3757"	0.972	0	0.002	0.026	0	0
"3758"	0.99	0	0	0.01	0	0
"3759"	0.996	0.002	0	0.002	0	0
