Image File	Carbonate sand	Coral rubble	Indeterminate	Seagrasses	Senile coral reef
f004/elh2_004292.jpg	0.0	0.331337325349	0.0279441117764	0.0	0.640718562874
f004/elh2_004852.jpg	0.0379241516966	0.690618762475	0.00199600798403	0.0	0.269461077844
f004/elh2_004657.jpg	0.0698602794411	0.481037924152	0.0	0.0	0.449101796407
f004/elh2_004695.jpg	0.0459081836327	0.231536926148	0.0	0.0	0.72255489022
f004/elh2_004027.jpg	0.0	0.0	1.0	0.0	0.0
f004/elh2_004562.jpg	0.00399201596806	0.263473053892	0.0	0.0	0.73253493014
f004/elh2_004724.jpg	0.241516966068	0.323353293413	0.0	0.0	0.435129740519
f004/elh2_004333.jpg	0.0	0.854291417166	0.0239520958084	0.0	0.121756487026
f004/elh2_004215.jpg	0.0	0.137724550898	0.0359281437126	0.0	0.826347305389
f004/elh2_004224.jpg	0.0	0.512974051896	0.243512974052	0.0	0.243512974052
f004/elh2_004696.jpg	0.0399201596806	0.307385229541	0.0	0.0	0.652694610778
f004/elh2_004818.jpg	0.0139720558882	0.101796407186	0.0	0.0	0.884231536926
f004/elh2_004038.jpg	0.0	0.0459081836327	0.798403193613	0.0	0.155688622754
f004/elh2_004404.jpg	0.00199600798403	0.776447105788	0.0199600798403	0.0	0.201596806387
f004/elh2_004259.jpg	0.0	0.824351297405	0.0758483033932	0.0	0.0998003992016
f004/elh2_004636.jpg	0.0	0.0698602794411	0.0	0.0	0.930139720559
f004/elh2_004898.jpg	0.0219560878244	0.546906187625	0.0	0.0	0.431137724551
f004/elh2_004053.jpg	0.0	0.00199600798403	0.998003992016	0.0	0.0
f004/elh2_004338.jpg	0.0	0.698602794411	0.059880239521	0.0	0.241516966068
f004/elh2_004211.jpg	0.0	0.281437125749	0.0858283433134	0.0	0.632734530938
f004/elh2_004784.jpg	0.574850299401	0.207584830339	0.00199600798403	0.0	0.215568862275
f004/elh2_004962.jpg	0.0279441117764	0.792415169661	0.0	0.0	0.179640718563
f004/elh2_004283.jpg	0.0059880239521	0.632734530938	0.0419161676647	0.0	0.319361277445
f004/elh2_004068.jpg	0.0	0.0459081836327	0.944111776447	0.0	0.00998003992016
f004/elh2_004166.jpg	0.0	0.245508982036	0.73253493014	0.0	0.0219560878244
f004/elh2_004345.jpg	0.0	0.642714570858	0.0658682634731	0.0	0.291417165669
f004/elh2_004752.jpg	0.139720558882	0.566866267465	0.0958083832335	0.0	0.197604790419
f004/elh2_004667.jpg	0.00798403193613	0.139720558882	0.0	0.0	0.852295409182
f004/elh2_004977.jpg	0.0299401197605	0.319361277445	0.0	0.0	0.650698602794
f004/elh2_004899.jpg	0.0399201596806	0.734530938124	0.0	0.0	0.225548902196
f004/elh2_004119.jpg	0.0	0.0119760479042	0.892215568862	0.0958083832335	0.0
f004/elh2_004900.jpg	0.0059880239521	0.710578842315	0.0	0.0	0.283433133733
f004/elh2_004009.jpg	0.0	0.0059880239521	0.914171656687	0.0798403193613	0.0
f004/elh2_004291.jpg	0.0	0.658682634731	0.163672654691	0.0	0.177644710579
f004/elh2_004953.jpg	0.0518962075848	0.299401197605	0.0	0.0	0.64870259481
f004/elh2_004990.jpg	0.0798403193613	0.157684630739	0.0	0.0	0.7624750499
f004/elh2_004312.jpg	0.0	0.864271457086	0.0399201596806	0.0	0.0958083832335
f004/elh2_004082.jpg	0.0	0.0	1.0	0.0	0.0
f004/elh2_004189.jpg	0.00199600798403	0.305389221557	0.241516966068	0.0	0.451097804391
f004/elh2_004949.jpg	0.00399201596806	0.0938123752495	0.0	0.0	0.902195608782
f004/elh2_004832.jpg	0.12375249501	0.271457085828	0.0	0.0	0.604790419162
f004/elh2_004213.jpg	0.0	0.443113772455	0.221556886228	0.0	0.335329341317
f004/elh2_004111.jpg	0.0	0.251497005988	0.706586826347	0.0	0.0419161676647
f004/elh2_004055.jpg	0.0	0.0	1.0	0.0	0.0
f004/elh2_004212.jpg	0.0	0.389221556886	0.0858283433134	0.0	0.5249500998
f004/elh2_004859.jpg	0.325349301397	0.522954091816	0.0	0.0	0.151696606786
f004/elh2_004418.jpg	0.0279441117764	0.518962075848	0.0	0.0	0.453093812375
f004/elh2_004411.jpg	0.00399201596806	0.652694610778	0.0139720558882	0.0	0.329341317365
f004/elh2_004127.jpg	0.0	0.141716566866	0.834331337325	0.00199600798403	0.0219560878244
f004/elh2_004769.jpg	0.241516966068	0.465069860279	0.0	0.0	0.293413173653
f004/elh2_004084.jpg	0.0	0.0219560878244	0.97005988024	0.0	0.00798403193613
f004/elh2_004817.jpg	0.0139720558882	0.201596806387	0.0	0.0	0.784431137725
f004/elh2_004378.jpg	0.00399201596806	0.830339321357	0.00399201596806	0.0	0.161676646707
f004/elh2_004872.jpg	0.151696606786	0.522954091816	0.0	0.0	0.325349301397
f004/elh2_004261.jpg	0.0	0.38123752495	0.279441117764	0.0	0.339321357285
f004/elh2_004498.jpg	0.0279441117764	0.612774451098	0.0	0.0	0.359281437126
f004/elh2_004854.jpg	0.0518962075848	0.417165668663	0.0	0.0	0.530938123752
f004/elh2_004094.jpg	0.0	0.0399201596806	0.958083832335	0.0	0.00199600798403
f004/elh2_004946.jpg	0.0059880239521	0.0518962075848	0.0	0.0	0.942115768463
f004/elh2_004767.jpg	0.359281437126	0.425149700599	0.0	0.0	0.215568862275
f004/elh2_004762.jpg	0.063872255489	0.195608782435	0.0	0.0	0.740518962076
f004/elh2_004576.jpg	0.0319361277445	0.25748502994	0.0	0.0	0.710578842315
